#,Book Title,ISBN,Product Form,Language,Applicant Type,Name of Publishing Agency/Publisher,Imprint,Name of Author/Editor,Publication Date
458,Ruecas de Marfil (Novelas),978-93-0933-235-7,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
459,La Niña de Luzmela,978-93-0933-879-3,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
460,El Jayón Drama en tres actos,978-93-0933-871-7,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
461,La Esfinge Maragata Novela,978-93-0933-578-5,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
462,Dulce Nombre (Novela),978-93-0933-088-9,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
463,Despertar Para Morir (Novela),978-93-0933-830-4,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
464,Agua de Nieve (Novela),978-93-0933-838-0,Book,English,Publisher,Alpha Editions,,Concha Espina,30/04/2026
465,"Tratado metódico y práctico de Materia Médica y de Terapéutica, tomo segundo",978-93-0933-527-3,Book,English,Publisher,Alpha Editions,,"Alexis Espanet, (Translator Pio Hernandez y Espeso)",30/04/2026
466,"Tratado metódico y práctico de Materia Médica y de Terapéutica, tomo primero",978-93-0933-255-5,Book,English,Publisher,Alpha Editions,,"Alexis Espanet, (Translator Pio Hernandez y Espeso)",30/04/2026
467,"Ni rey ni roque (3-4 de 4) episodio histórico del reinado de Felipe II, año de 1595",978-93-0933-427-6,Book,English,Publisher,Alpha Editions,,Patricio de la Escosura,30/04/2026
468,"Ni rey ni roque (1-2 de 4) episodio histórico del reinado de Felipe II, año de 1595",978-93-0933-230-2,Book,English,Publisher,Alpha Editions,,Patricio de la Escosura,30/04/2026
469,El conde de Candespina (2 de 2) novela histórica original,978-93-0933-776-5,Book,English,Publisher,Alpha Editions,,Patricio de la Escosura,30/04/2026
470,El conde de Candespina (1 de 2) novela histórica original,978-93-0933-027-8,Book,English,Publisher,Alpha Editions,,Patricio de la Escosura,30/04/2026
471,La invasión o El loco Yégof,978-93-0933-473-3,Book,English,Publisher,Alpha Editions,,"Erckmann-Chatrian, (Translator J. Alvarez Pastor)",30/04/2026
472,Silas Marner,978-93-0933-755-0,Book,English,Publisher,Alpha Editions,,George Eliot,30/04/2026
473,La dama de las camelias Una familia corsa,978-93-0933-619-5,Book,English,Publisher,Alpha Editions,,Alexandre Dumas,30/04/2026
474,Amaury,978-93-0933-950-9,Book,English,Publisher,Alpha Editions,,"Alexandre Dumas, (Translator Florencio S. de Yarza)",30/04/2026
475,La guardia blanca novela histórica escrita en inglés,978-93-0933-725-3,Book,English,Publisher,Alpha Editions,,"Arthur Conan Doyle, (Translator Juan L. Iribas)",30/04/2026
476,Liette,978-93-0933-429-0,Book,English,Publisher,Alpha Editions,,Arthur Dourliac,30/04/2026
477,El crimen y el castigo,978-93-0933-997-4,Book,English,Publisher,Alpha Editions,,"Fyodor Dostoyevsky, (Translator Pedro Pedraza y Páez)",30/04/2026
478,El paraíso perdido,978-93-0933-124-4,Book,English,Publisher,Alpha Editions,,John Milton,30/04/2026
479,"International Conference on Future Horizons in Management Education Shaping Ethical, Agile and Intelligent Business Ecosystem",978-81-69431-50-7,Book,English,Publisher,Taurean Publications,,Dr. Shafique Ahmed,11/04/2026
480,Compendio del derecho público romano,978-93-0933-392-7,Book,English,Publisher,Alpha Editions,,"Theodor Mommsen, (Translator Pedro Dorado Montero)",30/04/2026
481,Cenizas,978-93-0933-069-8,Book,English,Publisher,Alpha Editions,,Grazia Deledda,30/04/2026
482,"Memoria histórica, geográfica, política y éconómica sobre la provincia de Misiones de indios guaranís",978-93-0933-690-4,Book,English,Publisher,Alpha Editions,,Gonzalo de Doblas,30/04/2026
483,Los Ladrones de Londres,978-93-0933-565-5,Book,English,Publisher,Alpha Editions,,Charles Dickens,30/04/2026
484,Una historia de dos ciudades,978-93-0933-518-1,Book,English,Publisher,Alpha Editions,,Charles Dickens,30/04/2026
485,Estudios americanos (primera serie),978-93-0933-331-6,Book,English,Publisher,Alpha Editions,,Martín García Mérou,30/04/2026
486,"Mitos, supersticiones y supervivencias populares de Bolivia",978-93-0933-989-9,Book,English,Publisher,Alpha Editions,,M. Rigoberto Paredes,30/04/2026
487,Verdadera historia de los sucesos de la conquista de la Nueva-España (3 de 3),978-93-0933-391-0,Book,English,Publisher,Alpha Editions,,Bernal Díaz del Castillo,30/04/2026
488,Verdadera historia de los sucesos de la conquista de la Nueva-España (2 de 3),978-93-0933-665-2,Book,English,Publisher,Alpha Editions,,Bernal Díaz del Castillo,30/04/2026
489,Verdadera historia de los sucesos de la conquista de la Nueva-España (1 de 3),978-93-0933-456-6,Book,English,Publisher,Alpha Editions,,Bernal Díaz del Castillo,30/04/2026
490,Escuela de Humorismo Novelas.—Cuentos,978-93-0933-705-5,Book,English,Publisher,Alpha Editions,,Guillermo Díaz-Caneja,30/04/2026
491,El capital Resumido y acompañado de un estudio sobre el Socialismo científico,978-93-0933-264-7,Book,English,Publisher,Alpha Editions,,"Karl Marx, Gabriel Pierre Deville",30/04/2026
492,Proceso del Dr. José Rizal Mercado y Alonso,978-93-0933-493-1,Book,English,Publisher,Alpha Editions,,Epifanio De los Santos,30/04/2026
493,"Retrato de la Lozana Andaluza En lengua española muy clarísima, compuesto en Roma.",978-93-0933-016-2,Book,English,Publisher,Alpha Editions,,Francisco Delicado,30/04/2026
494,Angelina (novela mexicana),978-93-0933-786-4,Book,English,Publisher,Alpha Editions,,Rafael Delgado,30/04/2026
495,Corazón (diario de un niño),978-93-0933-839-7,Book,English,Publisher,Alpha Editions,,Edmondo De Amicis,30/04/2026
496,Heaths Modern Language Series José,978-93-0933-135-0,Book,English,Publisher,Alpha Editions,,"Armando Palacio Valdés, (Contributor Alice P. F. Hubbard), (Translator Frederick Joseph Arthur Davidson)",30/04/2026
497,Salta,978-93-0933-661-4,Book,English,Publisher,Alpha Editions,,Juan Carlos Dávalos,30/04/2026
498,"El Viaje a Nicaragua é Historia de mis libros Obras Completas, Vol. XVII",978-93-0933-532-7,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
499,Todo al Vuelo Obras Completas Vol. XVIII,978-93-0933-164-0,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
500,Tierras Solares Obras Completas Vol. III,978-93-0933-097-1,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
501,Los Raros Obras Completas Vol. VI,978-93-0933-451-1,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
502,Prosas Profanas Obras Completas Vol. II,978-93-0933-052-0,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
503,Prosa Política (Las Repúblicas Americanas) Obras Completas Vol. XIII,978-93-0933-834-2,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
504,Prosa Dispersa Obras Completas Vol. XX,978-93-0933-629-4,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
505,Poemas,978-93-0933-960-8,Book,English,Publisher,Alpha Editions,,Edgar Allan Poe,30/04/2026
506,Poema del Otoño y otros poemas Obras Completas Vol. XI,978-93-0933-358-3,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
507,Peregrinaciones Obras Completas Vol. XII,978-93-0933-697-3,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
508,"Parisiana Obras Completas, Vol. V",978-93-0933-956-1,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
509,Opiniones Obras Completas Vol. X,978-93-0933-598-3,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
510,Lira Póstuma Obras Completas Vol. XXI,978-93-0933-749-9,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
511,Letras Obras Completas Vol. VIII,978-93-0933-784-0,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
512,España Contemporánea Obras Completas Vol. XIX,978-93-0933-472-6,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
513,Cuentos y crónicas Obras Completas Vol. XIV,978-93-0933-662-1,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
514,La Caravana Pasa,978-93-0933-716-1,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
515,"Cantos de Vida y Esperanza, Los Cisnes y otros poemas. Obras Completas Vol. VII",978-93-0933-030-8,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
516,El Canto Errante,978-93-0933-910-3,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
517,"Canto a la Argentina, Oda a Mitre y otros poemas Obras Completas Vol. IX",978-93-0933-159-6,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
518,"Cabezas Pensadores y Artistas, Políticos Obras Completas Vol. XXII",978-93-0933-010-0,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
519,Azul… Obras Completas Vol. IV,978-93-0933-198-5,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
520,Autobiografía Obras Completas Vol. XV,978-93-0933-299-9,Book,English,Publisher,Alpha Editions,,Rubén Darío,30/04/2026
521,Libro segundo de lectura,978-93-0933-712-3,Book,English,Publisher,Alpha Editions,,Ellen M. Cyr,30/04/2026
522,Los exploradores españoles del siglo XVI,978-93-0933-771-0,Book,English,Publisher,Alpha Editions,,"Charles Fletcher Lummis, (Translator Arturo Cuyás)",30/04/2026
523,Prehistoria de Puerto-Rico,978-93-0933-848-9,Book,English,Publisher,Alpha Editions,,Cayetano Coll y Toste,30/04/2026
524,La cuerda del ahorcado Últimas aventuras de Rocambole I El Loco de Bedlam,978-93-0933-400-9,Book,English,Publisher,Alpha Editions,,"Ponson du Terrail, (Translator Francisco Corona Bustamante)",30/04/2026
525,"Sir Francis Drake His Voyage, 1595 Together with the Spanish account of Drakes attack on Puerto Rico",978-93-0933-688-1,Book,English,Publisher,Alpha Editions,,(Editor William Desborough Cooley),30/04/2026
526,"Estudio descriptivo de los monumentos árabes de Granada, Sevilla y Córdoba ó sea La Alhambra, el Alcázar y la Gran Mezquita de Occidente",978-93-0933-232-6,Book,English,Publisher,Alpha Editions,,Rafael Contreras,30/04/2026
527,La niña robada,978-93-0933-728-4,Book,English,Publisher,Alpha Editions,,Hendrik Conscience,30/04/2026
528,"Más vale maña que fuerza Proverbio en un acto with notes, exercises, and vocabulary",978-93-0933-847-2,Book,English,Publisher,Alpha Editions,,"Manuel Tamayo y Baus, (Editor Carlos Everett Conant)",30/04/2026
529,"Veer Kunwar Singh (Kuchh Aalekh, Kuchh Kavitayen(EditionFirst)",978-93-89015-59-1,Paperback / softback,Hindi,Publisher,SHWETANSHU PRAKASHAN,Shwetanshu Prakashan,Dr. Narendra Kumar Singh Tyagi and other writers,14/04/2026
530,Ratón Pérez cuento infantil,978-93-0933-153-4,Book,English,Publisher,Alpha Editions,,Luis Coloma,30/04/2026
531,Pequeñeces,978-93-0933-894-6,Book,English,Publisher,Alpha Editions,,Luis Coloma,30/04/2026
532,Colon en Puerto-Rico,978-93-0933-187-9,Book,English,Publisher,Alpha Editions,,Cayetano Coll y Toste,30/04/2026
533,"Segunda parte de la crónica del Perú, que trata del señorio de los Incas Yupanquis y de sus grandes hechos y gobernacion",978-93-0933-205-0,Book,English,Publisher,Alpha Editions,,Pedro de Cieza de León,30/04/2026
534,La Ilíada,978-93-0933-893-9,Book,English,Publisher,Alpha Editions,,"Homer, (Translator Luis Segalá y Estalella)",30/04/2026
535,La vida en los campos novelas cortas,978-93-0933-157-2,Book,English,Publisher,Alpha Editions,,Giovanni Verga,30/04/2026
536,Páginas sevillanas,978-93-0933-127-5,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
537,Cosas nuevas y viejas (apuntes sevillanos),978-93-0933-731-4,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
538,Viage al Parnaso La Numancia (Tragedia) y El Trato de Argel (Comedia),978-93-0933-248-7,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
539,Novelas y teatro,978-93-0933-388-0,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
540,Novelas ejemplares,978-93-0933-300-2,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
541,Los entremeses,978-93-0933-740-6,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
542,Don Quijote,978-93-0933-138-1,Book,English,Publisher,Alpha Editions,,Miguel de Cervantes Saavedra,30/04/2026
543,"Los Sueños, Volume II",978-93-0933-707-9,Book,English,Publisher,Alpha Editions,,"Francisco de Quevedo, (Editor Julio Cejador y Frauca)",30/04/2026
544,"Los Sueños, Volume I",978-93-0933-419-1,Book,English,Publisher,Alpha Editions,,"Francisco de Quevedo, (Editor Julio Cejador y Frauca)",30/04/2026
545,"Historia de la lengua y literatura castellana, Tomo 2 Época de Carlos V",978-93-0933-605-8,Book,English,Publisher,Alpha Editions,,Julio Cejador y Frauca,30/04/2026
546,"Historia de la lengua y literatura castellana, Tomo 1 Desde los orígenes hasta Carlos V",978-93-0933-195-4,Book,English,Publisher,Alpha Editions,,Julio Cejador y Frauca,30/04/2026
547,El criticón (tomo 2),978-93-0933-655-3,Book,English,Publisher,Alpha Editions,,Baltasar Gracián y Morales,30/04/2026
548,El criticón (tomo 1),978-93-0933-582-2,Book,English,Publisher,Alpha Editions,,Baltasar Gracián y Morales,30/04/2026
549,Clásicos Castellanos Libro de Buen Amor,978-93-0933-869-4,Book,English,Publisher,Alpha Editions,,Juan Ruiz,30/04/2026
550,Cabos sueltos Literatura y lingüística,978-93-0933-958-5,Book,English,Publisher,Alpha Editions,,Julio Cejador y Frauca,30/04/2026
551,En las orillas del Sar,978-93-0933-789-5,Book,English,Publisher,Alpha Editions,,Rosalía de Castro,30/04/2026
552,Historia de los Judíos en España desde los tiempos de su establecimiento hasta principios del present siglo,978-93-0933-435-1,Book,English,Publisher,Alpha Editions,,Adolfo de Castro,30/04/2026
553,Recuerdos de Italia (parte 2),978-93-0933-183-1,Book,English,Publisher,Alpha Editions,,Emilio Castelar,30/04/2026
554,Recuerdos de Italia (parte 1),978-93-0933-347-7,Book,English,Publisher,Alpha Editions,,Emilio Castelar,30/04/2026
555,Historia de las Indias (vol. 5),978-93-0933-790-1,Book,English,Publisher,Alpha Editions,,Bartolomé de las Casas,30/04/2026
556,Historia de las Indias (vol. 4),978-93-0933-807-6,Book,English,Publisher,Alpha Editions,,Bartolomé de las Casas,30/04/2026
557,Historia de las Indias (vol. 3),978-93-0933-980-6,Book,English,Publisher,Alpha Editions,,Bartolomé de las Casas,30/04/2026
558,Historia de las Indias (vol. 2),978-93-0933-166-4,Book,English,Publisher,Alpha Editions,,Bartolomé de las Casas,30/04/2026
559,Historia de las Indias (vol. 1),978-93-0933-567-9,Book,English,Publisher,Alpha Editions,,Bartolomé de las Casas,30/04/2026
560,Amar es vencer,978-93-0933-323-1,Book,English,Publisher,Alpha Editions,,Pauline Caro,30/04/2026
561,Eneida v. 2,978-93-0933-452-8,Book,English,Publisher,Alpha Editions,,"Virgil, (Translator Miguel Antonio Caro)",30/04/2026
562,Eneida v.1,978-93-0933-787-1,Book,English,Publisher,Alpha Editions,,"Virgil, (Translator Miguel Antonio Caro)",30/04/2026
563,La Política de los Estados Unidos en el Continente Americano,978-93-0933-223-4,Book,English,Publisher,Alpha Editions,,Cárdenas y Echarte,30/04/2026
564,Guerra de razas (Negros contra Blancos en Cuba),978-93-0933-837-3,Book,English,Publisher,Alpha Editions,,Rafael Conte and José M. Capmany,30/04/2026
565,Historia de la decadencia de España,978-93-0933-745-1,Book,English,Publisher,Alpha Editions,,Antonio Cánovas del Castillo,30/04/2026
566,Juvenilla Prosa ligera,978-93-0933-831-1,Book,English,Publisher,Alpha Editions,,Miguel Cané,30/04/2026
567,En viaje (1881-1882),978-93-0933-286-9,Book,English,Publisher,Alpha Editions,,Miguel Cané,30/04/2026
568,Tres relatos porteños Segunda edición,978-93-0933-815-1,Book,English,Publisher,Alpha Editions,,Arturo Cancela,30/04/2026
569,"Impresiones, Poesías",978-93-0933-055-1,Book,English,Publisher,Alpha Editions,,José Campo Arana,30/04/2026
570,"Biografia del libertador Simon Bolívar, ó La independencia de la América del sud Reseña histórico-biográfica",978-93-0933-516-7,Book,English,Publisher,Alpha Editions,,Lorenzo Campano,30/04/2026
571,Los Lusíadas Poema épico en diez cantos,978-93-0933-243-2,Book,English,Publisher,Alpha Editions,,"Luís de Camões, (Translator Luis Gómez de Tapia)",30/04/2026
572,La rana viajera,978-93-0933-934-9,Book,English,Publisher,Alpha Editions,,Julio Camba,30/04/2026
573,Política americana,978-93-0933-912-7,Book,English,Publisher,Alpha Editions,,Alejandro Calvo,30/04/2026
574,Música y Músicos Portorriqueños,978-93-0933-123-7,Book,English,Publisher,Alpha Editions,,Fernando Callejo Ferrer,30/04/2026
575,"La Mejor Cocinera, Recetas de Cocina",978-93-0933-274-6,Book,English,Publisher,Alpha Editions,,Calleja,30/04/2026
576,"Cuentos Clásicos del Norte, Segunda Serie",978-93-0933-929-5,Book,English,Publisher,Alpha Editions,,"Washington Irving, Edward Everett Hale, Nathaniel Hawthorne, (Translator Carmen Torres Calderón de Pinillos)",30/04/2026
